"","group","cond","subj","chan","P2","eP3a","lP3a","LDN"
"2250","ch","sta","49","LO2",-0.411892681125882,-0.0269456158406475,0.222691103394163,-0.736312389771054
"2251","ch","sta","49","P4",3.54813863301146,-4.33239704256412,1.7835408709158,-1.74686517018454
"2252","ch","sta","49","P8",2.2040499169849,-0.886282796039575,3.19973929909874,-1.01521935814943
"2253","ch","sta","49","M2",0.599092739286836,0.194908507185877,1.14894855546144,0.682111345938905
"2254","ch","sta","49","CP6",1.96366066706041,-4.75423419455057,2.36295799597752,-3.591955205451
"2255","ch","sta","49","CP2",4.20850746724609,-7.47395018819877,0.823938776245039,-3.15451246096313
"2256","ch","sta","49","Cz",4.04185683363167,-8.19835815750601,-0.688276714518934,-3.90429882060712
"2257","ch","sta","49","C4",2.52399966985415,-8.42521235610796,-0.586007776188199,-5.46405076685956
"2258","ch","sta","49","T8",-0.264127594209082,1.85838467381173,6.29721037576709,0.301299585111872
"2259","ch","sta","49","FC6",-0.680597089697045,-4.59421940694472,-1.1475162249636,-4.70164955136931
"2260","ch","sta","49","FC2",1.70170883078061,-7.78715078419908,-2.68557303598866,-5.84775096850062
"2261","ch","sta","49","F4",-1.53705202744365,-5.67433446465625,-4.31557153850593,-6.38054966954379
