"","group","cond","subj","chan","P2","eP3a","lP3a","LDN"
"2783","ch","sta","66","Cz",-3.9894071101602,-1.425670796578,-3.44380168235232,-8.74134361233203
"2784","ch","sta","66","C4",-5.49158139080515,-1.38929593950492,-3.69088318033778,-7.70491030307391
"2785","ch","sta","66","T8",-4.79361241507053,2.59532835141838,-0.344637964291926,-0.158652913256584
"2786","ch","sta","66","FC6",-7.84602081875309,-0.42084922971081,-3.97211922233213,-7.61871187443993
"2787","ch","sta","66","FC2",-5.68799202105507,-1.00609620277556,-3.44351058662119,-9.2788131676048
"2788","ch","sta","66","F4",-5.70510486497707,-0.541526385495205,-3.12743516145844,-7.72130356063514
"2789","ch","sta","66","F8",-4.16794458142444,0.793574001650045,-0.806165352956447,-1.50509685522515
"2790","ch","sta","66","FP2",-2.89497802526204,-0.489549135519703,-1.26550988629962,-2.8749456045626
"2791","ch","sta","67","Fp1",0.0692861819469182,-0.949387109798143,-0.675323381254751,-0.860513542566017
"2792","ch","sta","67","Fz",-2.45927134863464,-5.46128318347861,-4.3984677120294,-3.85631583860833
"2793","ch","sta","67","F3",-3.10467014851251,-4.45467647251793,-3.39173653449193,-3.30095591493972
"2794","ch","sta","67","F7",-1.33502771611279,-1.8526378320677,-0.970671324550547,-0.402281002379547
"2795","ch","sta","67","IO1",0.117215105571848,0.19702880824595,0.3492754154506,0.248562496484861
"2796","ch","sta","67","FC5",-3.04555805246365,-3.53075968453467,-2.43026951624808,-1.91169803002773
"2797","ch","sta","67","FC1",-1.4365547017535,-4.81439916926012,-4.32976253509568,-4.20784731138369
"2798","ch","sta","67","C3",-1.48784139242959,-2.20204491346873,-3.47546296755213,-2.86262689795068
"2799","ch","sta","67","T7",-1.53394956380734,0.373594205666938,1.75108680588462,1.62978404562699
"2800","ch","sta","67","M1",-0.410715977326827,-0.0911307919161569,1.01405154858012,0.877235228801141
"2801","ch","sta","67","CP5",0.244623327254904,1.19426156040221,-0.476402535659144,-0.227288727919617
"2802","ch","sta","67","CP1",0.906803145975892,-1.68126591103236,-2.66710661693869,-2.10398089007434
"2803","ch","sta","67","Pz",2.15292990791227,-0.278828671070637,-1.34258169981988,-1.11242604284124
"2804","ch","sta","67","P3",2.01457407740394,0.503866514174636,-1.39438032513092,-1.29638618540663
"2805","ch","sta","67","P7",2.38427160358023,1.40106174815087,1.64311860598466,1.43517233038427
"2806","ch","sta","67","LO1",-0.406831438307408,0.0301966724400454,0.382292265166569,0.269213216669708
"2807","ch","sta","67","Oz",2.52190177224646,1.05773003788364,0.385081759622814,0.62662251355025
"2808","ch","sta","67","LO2",-0.424825003714877,0.108390505246757,-0.488966106314064,-0.373492036449
"2809","ch","sta","67","P4",2.10309271869765,0.490551633086482,-0.866059318932535,-0.724040898638091
"2810","ch","sta","67","P8",2.87006625682553,3.36219308447097,1.43382912153105,0.657136111076923
"2811","ch","sta","67","M2",1.6887040364637,2.14444344773349,1.02240123047012,0.792158732399416
"2812","ch","sta","67","CP6",1.96873270947854,1.85433330580799,-1.41126835138879,-0.869577897052919
"2813","ch","sta","67","CP2",1.59134517350839,-1.81361577491495,-2.41786238681696,-1.9380679130045
"2814","ch","sta","67","Cz",1.18855401811538,-3.54078933706725,-3.08964836491783,-2.67933627872558
"2815","ch","sta","67","C4",0.66128808155485,-2.31815111050347,-4.37818055372874,-2.99786875858603
"2816","ch","sta","67","T8",1.61227720207133,3.35245343103986,-1.13349773623336,-0.937328707809632
"2817","ch","sta","67","FC6",-2.65459074373578,-3.36267089099895,-4.27574261803405,-2.83969559281653
"2818","ch","sta","67","FC2",-0.731317523920392,-5.01581125881806,-4.18982911892761,-3.47574226080931
"2819","ch","sta","67","F4",-3.22148912471997,-5.2157840110993,-4.58659914239411,-3.48195234901656
"2820","ch","sta","67","F8",-3.70115450808967,-3.27653929740566,-2.11120932921084,-1.71066409914896
"2821","ch","sta","67","FP2",-1.97084222683027,-2.40946361268338,-2.09000201991176,-1.08643050941396
"2822","ch","sta","68","Fp1",-2.35934185788793,-2.32414909897373,-2.39497620883048,-4.03530683455597
"2823","ch","sta","68","Fz",-5.94512323029801,-6.26755477611848,-6.8939342389298,-10.8855077375182
"2824","ch","sta","68","F3",-6.16635047512322,-6.86264168783026,-5.87457605263534,-8.34976099266887
"2825","ch","sta","68","F7",-3.75127217430724,-3.49782406266316,-2.14819475013358,-3.02370109505807
"2826","ch","sta","68","IO1",-0.16920866501658,-0.039944236293353,0.0379201652006531,0.201792981576211
"2827","ch","sta","68","FC5",-5.00263235377822,-5.1636356312998,-2.46847575378309,-5.00268165632118
"2828","ch","sta","68","FC1",-4.13734857815424,-6.13105822813703,-5.72372261539499,-10.4083718649737
"2829","ch","sta","68","C3",-3.99101449860087,-5.7614272254129,-4.1096201769264,-7.84034167893886
"2830","ch","sta","68","T7",-2.26736467227181,-0.260950477785642,1.80127646527461,2.57403555215193
"2831","ch","sta","68","M1",2.4080334837145,1.65196155478344,0.830340122894797,1.49417034459066
"2832","ch","sta","68","CP5",-0.475236605596328,-1.5967780810918,-0.152320698687472,-3.33012229626975
"2833","ch","sta","68","CP1",1.17795804030974,-3.88154234255585,-2.62440515240699,-6.3497552798858
"2834","ch","sta","68","Pz",1.72843284958695,-2.74134063907157,-1.91042201383219,-5.05585894664505
"2835","ch","sta","68","P3",1.8864796175616,-1.81439352467096,-0.470727263535572,-3.07713699723949
"2836","ch","sta","68","P7",3.00639323115194,1.4360744154039,1.09267902510814,0.328194349387506
"2837","ch","sta","68","LO1",-1.34578958091681,-1.16807710320513,-0.737024405219986,-1.01213136216133
"2838","ch","sta","68","Oz",2.92561575032539,0.355914217437049,-0.0503731407245598,-1.20014006359547
"2839","ch","sta","68","LO2",-2.05113629962365,-1.55101693280211,-0.878354774148705,-1.48034793802833
"2840","ch","sta","68","P4",2.63732433576927,-1.28085478817427,-1.23132834550342,-3.25890202961244
"2841","ch","sta","68","P8",4.36567551943437,1.63662193798268,1.28837281935745,0.161641685163397
"2842","ch","sta","68","M2",2.62782248923859,1.76303602045768,1.30369444198171,1.11971443966856
"2843","ch","sta","68","CP6",1.47806491782785,-0.942993001212023,-1.26349175486393,-2.39772075781628
"2844","ch","sta","68","CP2",1.00024860638017,-4.02122153014521,-3.74984626692894,-6.63195791248506
"2845","ch","sta","68","Cz",-0.726314196746135,-5.56224735179916,-5.16181523320263,-8.97607322573577
"2846","ch","sta","68","C4",-2.27436992109924,-4.59943531128456,-5.03476439065106,-7.78635629435409
"2847","ch","sta","68","T8",-1.85304274696002,-1.4000906367933,0.542023861168367,-0.785227450141651
"2848","ch","sta","68","FC6",-6.55113661723765,-5.57129908503907,-4.41935892913148,-7.28340881454959
"2849","ch","sta","68","FC2",-3.27073638182321,-4.22912375916779,-5.6003248141968,-9.70606198441199
"2850","ch","sta","68","F4",-6.29303226095529,-5.20202922804169,-5.56809841983005,-8.34573060759664
"2851","ch","sta","68","F8",-6.10747810647674,-4.95533529406665,-2.97113191939759,-4.20161154110599
"2852","ch","sta","68","FP2",-2.86162128643078,-2.33779603076884,-2.00261784109514,-3.19380337148537
"2853","ch","sta","69","Fp1",-5.03830051543214,-4.23223272130062,-5.44713965040214,-8.66764044055444
"2854","ch","sta","69","Fz",-3.92681160795912,-4.68007291620393,-6.82468928996933,-9.37848523102448
"2855","ch","sta","69","F3",-5.45386542744001,-5.39116282186697,-7.31334516930876,-8.93318115335703
"2856","ch","sta","69","F7",-4.64247907821516,-3.80778671643306,-2.44296015588044,-4.32316445428375
"2857","ch","sta","69","IO1",-0.180651389100127,-0.0281472491554755,0.138997885870446,0.238672862632866
"2858","ch","sta","69","FC5",-4.7939132541999,-4.20819277712266,-3.92233823398231,-5.96233009629082
"2859","ch","sta","69","FC1",-1.78997770855056,-4.4352114081192,-6.20130898571872,-7.96628469582447
"2860","ch","sta","69","C3",-1.55723639722426,-3.68006259842292,-4.86722195172152,-6.71443256500252
"2861","ch","sta","69","T7",1.5764745766475,2.93697146680959,4.20653464823434,5.33065650012419
"2862","ch","sta","69","M1",5.82349074800999,3.9972126696697,4.11128852038059,6.13271670083368
"2863","ch","sta","69","CP5",3.81875504936438,1.60241648780445,1.2376136019844,1.67454263910548
"2864","ch","sta","69","CP1",3.18286860310011,-1.68622758240462,-1.66942894286096,-2.75033787509403
"2865","ch","sta","69","Pz",5.02152073759872,-0.45333633781463,-0.0126076701454138,-2.01989722971789
"2866","ch","sta","69","P3",5.02047924861464,0.665661205494217,0.332109543850778,-0.126735242559514
"2867","ch","sta","69","P7",6.9506520922977,3.68117194510687,3.95803320020651,5.79775302853084
"2868","ch","sta","69","LO1",0.0498052936709681,0.0766623201666041,0.432354089820837,0.441734144579277
"2869","ch","sta","69","Oz",7.63287553787014,1.72355624910356,1.21944055494707,2.60605795931165
"2870","ch","sta","69","LO2",-0.854700453833104,-0.476055340275976,-0.00124135569414826,-0.75238060812035
"2871","ch","sta","69","P4",6.14196440415096,0.794411557799124,1.60929631341578,1.48695188993398
"2872","ch","sta","69","P8",3.24757313575441,0.129972122937615,0.946040976163242,0.464138996961637
"2873","ch","sta","69","M2",4.10234718627232,2.48392092246947,2.04095949651071,3.42307245383368
"2874","ch","sta","69","CP6",3.49464344975916,-0.277176726119844,1.01182438794766,-0.405705296601957
"2875","ch","sta","69","CP2",3.5445083677037,-2.01346564018608,-1.00306796252888,-2.96207257882456
"2876","ch","sta","69","Cz",1.9157840889924,-3.79454391397833,-3.80842049944072,-6.77075598131548
"2877","ch","sta","69","C4",-1.41434871772342,-3.80136181359906,-3.40739915400306,-6.74926697721871
"2878","ch","sta","69","T8",-1.06866813995103,0.191043364820765,2.15660787391849,1.72542486914204
"2879","ch","sta","69","FC6",-4.41246960085358,-4.17549867418308,-2.67531564350293,-6.77189961434307
"2880","ch","sta","69","FC2",-1.00880036826056,-4.14845912674522,-4.93388283057656,-8.57735319719765
"2881","ch","sta","69","F4",-6.01458635492465,-5.61408390196726,-6.77386530173234,-9.69201643768149
"2882","ch","sta","69","F8",-4.61438454562646,-3.13149082767313,-1.77152719087221,-4.60585082088418
"2883","ch","sta","69","FP2",-4.32477741495065,-3.23577360127453,-3.43243690522138,-4.75344543386728
"2884","ch","sta","70","Fp1",-1.77958984973471,-0.425571488655506,-1.88300519730754,-2.8549098635817
"2885","ch","sta","70","Fz",-1.94580896269127,-1.00570240915263,-4.61786633480475,-6.68400103436558
"2886","ch","sta","70","F3",-3.15727344359284,-0.218029227475973,-4.22429138231387,-4.94477540692742
"2887","ch","sta","70","F7",-3.85316605710765,-0.645874351490885,-2.2366823723707,-2.74552775581267
"2888","ch","sta","70","IO1",0.0298245588392203,0.0826978865365144,0.165193766628807,0.26936653063343
"2889","ch","sta","70","FC5",-3.39257699754875,-0.583647192663507,-3.42160112392415,-4.82790271705217
"2890","ch","sta","70","FC1",-0.584231602797624,-1.75400955906194,-4.25887247121721,-6.25514084156482
"2891","ch","sta","70","C3",-0.207993906220281,-2.09012801231785,-3.51545627488903,-5.43519786419848
"2892","ch","sta","70","T7",-2.75507979605641,-0.343299742406044,-0.239147367066552,0.30743230691145
"2893","ch","sta","70","M1",0.0831068180433032,0.0351421242992945,0.547644161580667,0.65243850227743
"2894","ch","sta","70","CP5",1.06667477211137,-1.21260462581552,-2.70922812179191,-1.58892817391824
"2895","ch","sta","70","CP1",0.493844769869668,-3.01304004396407,-2.43844615802001,-3.93292672799849
"2896","ch","sta","70","Pz",0.844995713418957,-2.78220612298211,-2.09276562785469,-3.05983540580371
"2897","ch","sta","70","P3",0.730212397603309,-2.34059688991183,-1.93681163692977,-1.86835904813925
"2898","ch","sta","70","P7",-0.0660204177403503,-0.663178405499039,-0.507166166723416,-0.0401707052684482
"2899","ch","sta","70","LO1",-0.770032334420482,0.114139063448026,-0.106423061807095,-0.1323765197363
"2900","ch","sta","70","Oz",1.13366669570579,-1.73838584337101,-2.13404589972397,-1.79498158772271
"2901","ch","sta","70","LO2",-0.0475364026480242,0.188559186836538,-0.620884351956301,-0.701974194532716
"2902","ch","sta","70","P4",1.69179422492085,-2.24153615119279,-2.85230228249946,-1.98133829380254
"2903","ch","sta","70","P8",3.70917663753899,-0.460819547114417,-1.75939115223056,0.609402071504413
"2904","ch","sta","70","M2",1.49592466155107,-0.438013395971436,-0.106719615206854,0.807409106499682
"2905","ch","sta","70","CP6",1.92925744715648,-0.0888942869721644,-2.81072756553618,-1.32037962479039
"2906","ch","sta","70","CP2",-0.061049432791931,-2.80628239275488,-2.61505619520858,-3.83314452422591
"2907","ch","sta","70","Cz",-0.298826313443499,-3.59531301301574,-3.20479605575701,-5.0516527780044
"2908","ch","sta","70","C4",-1.57710727330769,-0.951374721533257,-3.78419211830538,-6.05055175887603
"2909","ch","sta","70","T8",0.956909637106567,0.336345452533905,-0.816278726505454,1.06478878849563
"2910","ch","sta","70","FC6",-1.89395790642678,0.347002177619329,-3.99416079910345,-6.91104402732564
"2911","ch","sta","70","FC2",-1.87903622954193,-1.66035651811443,-4.29814723858489,-7.09666100060127
"2912","ch","sta","70","F4",-2.79284767281,0.15128084700094,-4.15582032328456,-6.69692465332559
"2913","ch","sta","70","F8",-1.83661303049942,-0.189537386584881,-3.11758565918807,-5.03818087478652
"2914","ch","sta","70","FP2",-1.08554328871062,0.211572669200491,-1.82881933385166,-2.49258492768953
"2915","ch","sta","71","Fp1",-1.18732730621115,-2.28021893630189,-1.84169820233834,-1.05825532841124
"2916","ch","sta","71","Fz",-6.03220068612068,-7.18857326812455,-5.07019060266033,-6.54651590811649
"2917","ch","sta","71","F3",-4.66118255658298,-6.69967956406405,-4.29577877461659,-4.8534895636183
"2918","ch","sta","71","F7",-3.26991726417362,-2.66550018664237,-3.2414037303102,-1.82781733247444
"2919","ch","sta","71","IO1",0.274697601809204,0.235708686662989,-0.00213731116140125,0.344572445216984
"2920","ch","sta","71","FC5",-6.43252748462157,-5.17783150480796,-4.58918655186389,-4.8027998772343
"2921","ch","sta","71","FC1",-5.34339221530249,-6.73325707009838,-4.24123063021772,-5.59686172486737
"2922","ch","sta","71","C3",-4.73869123330607,-5.47782012056344,-3.53827897446194,-4.89343710127555
"2923","ch","sta","71","T7",-4.47487715614869,2.01170281468673,-1.79720231817628,-0.162963025254456
"2924","ch","sta","71","M1",0.654911133558795,0.940878062451369,0.639474030400812,1.46281253848148
"2925","ch","sta","71","CP5",-2.39360320282598,-0.385550564880217,-1.54854213871839,-1.07311064765793
"2926","ch","sta","71","CP1",-3.1231481014549,-4.97176190192071,-1.84949043607776,-3.57842189580783
"2927","ch","sta","71","Pz",-2.21107302078524,-4.25227433463133,-0.997290405670248,-1.58990393571834
"2928","ch","sta","71","P3",-0.908193161624789,-2.52937828431342,-0.516891916185736,-1.47113638090732
"2929","ch","sta","71","P7",0.3711520299575,1.67321175867345,0.461562076587523,2.54910925216367
"2930","ch","sta","71","LO1",-0.725524078709818,-0.233068201169962,-0.825332610053523,0.0100771575976726
"2931","ch","sta","71","Oz",-0.0977698434724356,-1.14422781688626,0.839488636807112,0.914145915616455
"2932","ch","sta","71","LO2",-1.77206886547344,-0.072481177411795,-0.461353956920495,-1.08528160431636
"2933","ch","sta","71","P4",-2.16547611149768,-3.37640434159664,-0.551742857889068,-1.28695176989849
"2934","ch","sta","71","P8",-2.9054651472305,-0.0655413704040167,0.178037980257233,0.165524268992053
"2935","ch","sta","71","M2",-0.190992385458141,1.17125220897749,0.46040373975344,0.488143919587348
"2936","ch","sta","71","CP6",-4.50530983178503,-3.43283798711719,-1.72083839220572,-2.15915488402066
"2937","ch","sta","71","CP2",-3.51749543846182,-5.46865478879667,-1.66405589096339,-3.52148478319106
"2938","ch","sta","71","Cz",-4.30338744550868,-6.39036260225782,-3.18836849406677,-5.54849361674095
"2939","ch","sta","71","C4",-5.39998136307385,-6.35886535470542,-3.24467855207584,-5.80734713980224
"2940","ch","sta","71","T8",-5.81343767407038,1.2257431405419,-1.5413998590325,-2.0001207028396
"2941","ch","sta","71","FC6",-7.79035910606943,-4.47259620663485,-3.79183504538437,-6.01677045411548
"2942","ch","sta","71","FC2",-6.20647467102192,-6.9151117597666,-4.3556338597098,-6.59897434812957
"2943","ch","sta","71","F4",-8.03266870986277,-6.27705669380198,-4.53556367494075,-6.57234662910664
"2944","ch","sta","71","F8",-4.5169484498718,-1.94462725280579,-1.28239258307584,-2.88739825237677
"2945","ch","sta","71","FP2",-5.10110102263647,-3.1427191438022,-2.01654044841032,-5.07002525890796
"2946","ch","sta","72","Fp1",-0.0907570815782394,0.34363313726164,0.376084839463322,1.48266469970076
"2947","ch","sta","72","Fz",-1.31251228138142,0.160303258123467,-0.502621563787133,3.05684773528882
"2948","ch","sta","72","F3",-0.921821751590294,-0.0778466522739037,-0.0668674279791522,2.30659553018183
"2949","ch","sta","72","F7",-0.497483926605557,0.386175087128614,-0.128434734212041,0.438799619665137
"2950","ch","sta","72","IO1",0.0985586256531918,-0.0356158278983302,0.115981332100812,0.00590615016756241
"2951","ch","sta","72","FC5",-1.19053627004363,0.0340617026074814,0.164955462241645,1.6052601576813
"2952","ch","sta","72","FC1",-1.37076103262674,-0.0624171188020803,0.283927950399354,3.09347002199036
"2953","ch","sta","72","C3",-1.99396117954347,-0.439606110912688,1.03050662326311,2.42403231585372
"2954","ch","sta","72","T7",-1.18731457666914,0.436596240654676,2.94305975507186,0.895215662606765
"2955","ch","sta","72","M1",0.0729964745664919,-0.701968507176917,-0.00594459825847833,-0.198836734583526
"2956","ch","sta","72","CP5",-1.25273006958398,0.52223130641658,3.38777619180534,2.03504666290802
"2957","ch","sta","72","CP1",-1.11851687652873,0.223164543261678,1.06854477465269,2.85836066232811
"2958","ch","sta","72","Pz",0.568651051535522,1.01011942299577,1.10704108062827,2.98116355371786
"2959","ch","sta","72","P3",-0.163396158121423,0.962385948115427,2.30602914617583,2.74022020539419
"2960","ch","sta","72","P7",1.3600222809497,0.89115383354101,3.81283041335156,1.94741309790411
"2961","ch","sta","72","LO1",-0.00932430891210068,-0.0413479643066969,0.357014568689391,0.147666031249083
"2962","ch","sta","72","Oz",2.29568394145684,1.67025232483208,1.98145785827371,2.00368067387994
"2963","ch","sta","72","LO2",-0.68507051325975,0.378473465109024,-0.0113979064307852,0.200796418456092
"2964","ch","sta","72","P4",0.945776496570988,0.569070090607365,0.161439031599649,2.8795362713911
"2965","ch","sta","72","P8",0.251445278905562,1.07261096600923,0.203615974212982,2.1692019701315
"2966","ch","sta","72","M2",0.860359439596917,0.382823440811814,0.193453044969575,-0.210401690116081
"2967","ch","sta","72","CP6",-0.0100797268209084,0.67219002308399,-0.563670807106675,2.41569505694492
"2968","ch","sta","72","CP2",-0.09221822223353,0.563069379326681,-0.291065412035488,3.09879954651929
"2969","ch","sta","72","Cz",-0.402284741776328,0.372325808922498,0.315196301731209,3.4918943493243
"2970","ch","sta","72","C4",-1.61467361600489,1.43852490110536,-1.59227795100478,4.11893269764419
"2971","ch","sta","72","T8",-1.258350939043,2.43356831879593,0.35107734634279,1.72479920049814
"2972","ch","sta","72","FC6",-3.69810481840063,2.04884940298121,-0.71400375078519,2.65404706897017
"2973","ch","sta","72","FC2",-1.32373019169234,0.431402921558916,-1.27280033819568,2.95440765128739
"2974","ch","sta","72","F4",-2.91789841723656,0.279036488808652,-1.60094968966114,1.90477442191694
"2975","ch","sta","72","F8",-3.12226743141347,1.27762254070987,0.530189697047798,1.47401582827801
"2976","ch","sta","72","FP2",-1.6057116570685,-0.117107174861606,-0.924870602168915,0.149684827650566
"2977","ch","nov","41","Fp1",4.03317428583217,0.243421961359559,0.246246266435524,-2.76557058241446
"2978","ch","nov","41","Fz",11.2085827244826,0.783802355360825,2.86182156310421,-7.30053222744465
"2979","ch","nov","41","F3",10.8222165925044,0.955490909066903,2.34317142396295,-7.67178189273105
"2980","ch","nov","41","F7",2.89243241113731,-0.353024841282201,-0.197950442561428,-3.36391033654477
"2981","ch","nov","41","IO1",-0.501882474581054,-0.0374244761833389,-0.231392612560345,0.26401317937051
"2982","ch","nov","41","FC5",3.97469609338845,-0.143898463901642,1.17912170800603,-4.95930338355401
"2983","ch","nov","41","FC1",11.898445261493,0.416717312123415,3.76785697476531,-6.69513492925847
"2984","ch","nov","41","C3",5.98223779376587,-0.290797533649475,2.68571456543521,-5.35261050374067
"2985","ch","nov","41","T7",-6.23930488185142,-1.54903341401681,0.29922988147764,-0.694684932250475
"2986","ch","nov","41","M1",-4.8743236613603,-0.747934082313378,-1.33294688222627,3.57633893061193
"2987","ch","nov","41","CP5",-2.7987131541461,-1.72498058576799,1.1807702896424,-2.11475092068404
"2988","ch","nov","41","CP1",4.43731913968716,-0.805351336788488,4.16595532121569,-3.87868262896527
"2989","ch","nov","41","Pz",1.66852081450166,-0.128132117110805,2.42509056058335,-0.760952446502559
"2990","ch","nov","41","P3",-2.1234892018211,-1.10628770964375,1.30101957324517,-2.06089088369954
"2991","ch","nov","41","P7",-6.60334299922708,-1.75264845381337,-1.4456969692218,-0.346331214949231
"2992","ch","nov","41","LO1",-0.535388953847931,-0.23162949404979,-0.430689692220558,-0.0869196799539233
"2993","ch","nov","41","Oz",-5.6318554028478,-0.5411220905518,-1.9121033415556,2.29208987209475
"2994","ch","nov","41","LO2",0.402566084497077,0.158264639339475,0.904114272311676,-0.220487936796664
"2995","ch","nov","41","P4",-2.6118169256811,-1.84555548887862,0.472418190434081,-0.427472579981658
"2996","ch","nov","41","P8",-7.15344573100396,-0.169526825495873,0.197069884023339,3.56298454853286
"2997","ch","nov","41","M2",-2.97144247767266,0.117542841750611,-0.331955025779758,1.54170343972195
"2998","ch","nov","41","CP6",-4.70618972828913,-2.96969862578094,0.0972426189767257,-0.0408361341094066
"2999","ch","nov","41","CP2",3.8691198670086,-2.8978220568895,3.19942863382224,-3.8392569113005
"3000","ch","nov","41","Cz",10.9799400609516,-1.93535570420891,5.91282273762131,-5.56203975585357
"3001","ch","nov","41","C4",4.08332185784455,-4.45470475516508,0.213867930448262,-6.99770719706352
"3002","ch","nov","41","T8",-6.89263716662977,0.297698325597454,1.9362522509292,2.53806745691486
"3003","ch","nov","41","FC6",3.65055221560678,-1.06840565064097,1.27536272412595,-5.22688916661188
"3004","ch","nov","41","FC2",11.6129745921478,-0.578598784024911,1.84986795544235,-7.48492235487662
"3005","ch","nov","41","F4",10.5198938511716,-0.340400698269268,1.58611583191295,-7.96911888472675
"3006","ch","nov","41","F8",3.67372619533705,0.19623988285237,2.09639449087186,-1.63559606441122
"3007","ch","nov","41","FP2",3.50312805422426,0.0316975511065731,0.74992806058172,-1.90963052027396
"3008","ch","nov","42","Fp1",1.95487381942597,0.0505275553093209,1.25823405994685,-8.66023266867333
"3009","ch","nov","42","Fz",5.48723565815542,1.46220658394535,0.62076043825381,-13.7485826948483
"3010","ch","nov","42","F3",3.29731847258634,1.54394328160794,2.11896258278969,-13.3632039644571
"3011","ch","nov","42","F7",-1.23412740920289,0.320949154798244,-0.701974580262663,-9.56526292414483
"3012","ch","nov","42","IO1",-0.362492703920741,-0.0795003251055309,-0.120848351342278,0.212357229587122
"3013","ch","nov","42","FC5",-1.50910416614283,1.55367563936628,-0.0459038665965012,-10.3102234800427
"3014","ch","nov","42","FC1",4.16047136294961,2.8200411673184,0.721011852985091,-11.3990385839821
"3015","ch","nov","42","C3",0.248351525530588,3.11609603339624,0.350985746929906,-5.27227224762258
"3016","ch","nov","42","T7",-6.24347733911614,-0.925085845990039,-2.16946663195031,-0.592468648900317
"3017","ch","nov","42","M1",-0.879335411249874,-1.09762144587612,-0.976726661952323,3.03963241821083
"3018","ch","nov","42","CP5",-4.00617858874955,0.769139143307207,-0.254879862662867,0.252185214188632
"3019","ch","nov","42","CP1",-0.458265580945526,1.11561235056944,-0.873386983331108,-3.45235594666442
"3020","ch","nov","42","Pz",-1.1765988667275,0.0138268301018571,-1.74744875836807,0.733029131135614
"3021","ch","nov","42","P3",-2.65140214596719,-0.400892364736806,-2.09254405593912,0.24464470169553
"3022","ch","nov","42","P7",-1.90946762418466,-0.965489882953526,-1.62109630246275,4.30823562551886
"3023","ch","nov","42","LO1",-0.926009826548166,-0.036207676892842,-0.264507386676523,-1.43319829175092
"3024","ch","nov","42","Oz",-2.30070049730987,-2.75990219181666,-3.50685732142283,5.17337761481831
"3025","ch","nov","42","LO2",-0.629520631385219,0.466117854853215,-0.282344192248361,-1.41267407657214
"3026","ch","nov","42","P4",-1.05794921765026,0.387612562418427,-2.75695613012617,1.86641967739656
"3027","ch","nov","42","P8",-2.94066613173515,-1.19132079297826,-3.61227174163135,4.99017893532568
"3028","ch","nov","42","M2",-0.543776711250176,0.34203716636471,-0.321550362832234,4.41721255804547
"3029","ch","nov","42","CP6",-1.08265546384142,1.93128443665679,-0.812693144529527,1.29482951664115
"3030","ch","nov","42","CP2",0.587289641568807,2.46276217297991,-0.460181194238728,-2.89133154128702
"3031","ch","nov","42","Cz",2.46475990217048,3.30043370007964,0.737251290086715,-7.18253023510587
"3032","ch","nov","42","C4",1.86763374681469,2.29951628372619,-1.58127996519841,-7.80084818717486
"3033","ch","nov","42","T8",-4.57803073880083,2.91851975004173,0.00206945852517434,1.21425322066167
"3034","ch","nov","42","FC6",0.60635587591473,1.07741503719062,-2.28045747273443,-12.0167010992439
"3035","ch","nov","42","FC2",4.74552804728961,2.75387800487141,-0.333833662653878,-11.7803494428723
"3036","ch","nov","42","F4",4.14951495625392,-0.803368279277032,-1.83285234560241,-17.048818776221
"3037","ch","nov","42","F8",-0.204554841495618,0.213408411749458,-2.70565527642696,-10.14117807259
"3038","ch","nov","42","FP2",1.63401672045897,-0.200759392073175,0.391862400543735,-9.99846872117051
"3039","ch","nov","43","Fp1",0.0160145771946821,1.83591204061219,3.12875653714795,-5.05348248220263
"3040","ch","nov","43","Fz",2.62272291087113,2.69010491746179,5.17604620578654,-7.4372045019647
"3041","ch","nov","43","F3",-0.359185121044007,1.59429868357164,4.74851515206119,-5.82340444498764
"3042","ch","nov","43","F7",-3.28096134815069,-0.180030943695125,1.50150884351861,-0.532105086628435
"3043","ch","nov","43","IO1",-0.403504334180825,-0.201021397580816,-0.0818829258229991,-0.155266481113492
"3044","ch","nov","43","FC5",-2.67984086374757,0.639437482918357,3.25745154073091,-1.99577167831956
"3045","ch","nov","43","FC1",4.62754607893944,2.92245874538602,6.18172551737267,-5.00374266763589
"3046","ch","nov","43","C3",3.39901329125305,3.10669988066081,5.97286845579962,-3.3568441188269
"3047","ch","nov","43","T7",-7.04067549266497,-4.71439626880461,-2.17834826606605,3.63338084884283
"3048","ch","nov","43","M1",1.47906957082299,-1.44353539125582,-1.27521161710002,3.3437284825559
"3049","ch","nov","43","CP5",0.666650436094464,2.62261038469287,4.77340466773841,0.417374866538661
"3050","ch","nov","43","CP1",6.30652964351365,2.75866576522265,5.9752280249451,-0.672945846193536
"3051","ch","nov","43","Pz",6.50751941609039,3.67199928861631,5.95913824850409,3.66857078366909
"3052","ch","nov","43","P3",4.64370178249137,1.79357462669286,3.8695127220447,1.61737780364267
"3053","ch","nov","43","P7",3.85299217525165,1.60721617353305,2.99985129913348,5.83460392018551
"3054","ch","nov","43","LO1",-1.59309506489163,-1.26889446927677,-0.800469417629774,0.9178154392738
"3055","ch","nov","43","Oz",4.04348877856803,-0.0271599101713144,2.14900237707285,6.7285969158371
"3056","ch","nov","43","LO2",-1.2846091018789,-0.13166839287688,-0.0746506816400245,0.850235012108582
"3057","ch","nov","43","P4",3.84174737520684,2.2395114111024,3.91195832299183,4.39751257000381
"3058","ch","nov","43","P8",2.15632078647358,0.880326133758302,0.191958274586655,6.63846461980066
"3059","ch","nov","43","M2",-0.667780591108434,-0.953039146007297,-1.37394250543855,2.77034118435253
"3060","ch","nov","43","CP6",0.0540621680442154,1.61629493309277,3.86766131768845,4.35391925412535
